image,date,site,intensity,confidence
IMG_0004.jpg,IMG,Bombax_SE,0,0.89915931224823
IMG_0049.jpg,IMG,Bombax_SE,0,0.9129137992858888
IMG_0052.jpg,IMG,Bombax_SE,0,0.7661200761795044
IMG_0090.jpg,IMG,Bombax_SE,0,0.991515040397644
IMG_0118.jpg,IMG,Bombax_SE,0,0.9763106107711792
IMG_0131.jpg,IMG,Bombax_SE,0,0.5822931528091431
IMG_0172.jpg,IMG,Bombax_SE,0,0.942768394947052
IMG_0193.jpg,IMG,Bombax_SE,0,0.959079086780548
IMG_0214.jpg,IMG,Bombax_SE,0,0.9534551501274108
IMG_0259.jpg,IMG,Bombax_SE,0,0.904170572757721
IMG_0260.jpg,IMG,Bombax_SE,0,0.9313530921936036
IMG_0305.jpg,IMG,Bombax_SE,0,0.9265499711036682
IMG_0323.jpg,IMG,Bombax_SE,0,0.9937512278556824
IMG_0378.jpg,IMG,Bombax_SE,2,0.4395776093006134
IMG_0396.jpg,IMG,Bombax_SE,0,0.9587454199790956
IMG_0421.jpg,IMG,Bombax_SE,0,0.8115817308425903
IMG_0470.jpg,IMG,Bombax_SE,0,0.849704384803772
IMG_0515.jpg,IMG,Bombax_SE,0,0.5666677951812744
IMG_0521.jpg,IMG,Bombax_SE,0,0.9210971593856812
IMG_0533.jpg,IMG,Bombax_SE,0,0.9940938353538512
IMG_0558.jpg,IMG,Bombax_SE,2,0.4954577982425689
IMG_0574.jpg,IMG,Bombax_SE,0,0.9814355969429016
IMG_0600.jpg,IMG,Bombax_SE,0,0.6730773448944092
IMG_0641.jpg,IMG,Bombax_SE,0,0.9515478610992432
IMG_0647.jpg,IMG,Bombax_SE,2,0.6006321907043457
IMG_0688.jpg,IMG,Bombax_SE,0,0.669086754322052
IMG_0690.jpg,IMG,Bombax_SE,0,0.9783282279968262
IMG_0733.jpg,IMG,Bombax_SE,0,0.6994193196296692
IMG_0737.jpg,IMG,Bombax_SE,0,0.984303653240204
IMG_0768.jpg,IMG,Bombax_SE,0,0.971436083316803
IMG_0780.jpg,IMG,Bombax_SE,0,0.3818125426769256
IMG_0804.jpg,IMG,Bombax_SE,0,0.794194221496582
IMG_0819.jpg,IMG,Bombax_SE,0,0.5390791296958923
IMG_0860.jpg,IMG,Bombax_SE,0,0.6561048030853271
IMG_0871.jpg,IMG,Bombax_SE,2,0.3512469232082367
IMG_0910.jpg,IMG,Bombax_SE,0,0.7661727666854858
IMG_0946.jpg,IMG,Bombax_SE,0,0.584565281867981
IMG_0949.jpg,IMG,Bombax_SE,0,0.6349049210548401
IMG_0987.jpg,IMG,Bombax_SE,0,0.8558840155601501
IMG_1016.jpg,IMG,Bombax_SE,0,0.939612627029419
IMG_1025.jpg,IMG,Bombax_SE,3,0.4114303290843963
IMG_1062.jpg,IMG,Bombax_SE,0,0.8778235912322998
IMG_1099.jpg,IMG,Bombax_SE,0,0.4451875686645508
IMG_1116.jpg,IMG,Bombax_SE,0,0.8246668577194214
IMG_1144.jpg,IMG,Bombax_SE,0,0.5309444665908813
IMG_1173.jpg,IMG,Bombax_SE,0,0.7591908574104309
IMG_1215.jpg,IMG,Bombax_SE,0,0.7075477242469788
IMG_1244.jpg,IMG,Bombax_SE,0,0.6027693152427673
IMG_1257.jpg,IMG,Bombax_SE,0,0.5065997242927551
IMG_1311.jpg,IMG,Bombax_SE,0,0.5471401214599609
IMG_1325.jpg,IMG,Bombax_SE,0,0.8942588567733765
IMG_1343.jpg,IMG,Bombax_SE,0,0.6398482322692871
IMG_1403.jpg,IMG,Bombax_SE,0,0.7416281700134277
IMG_1417.jpg,IMG,Bombax_SE,0,0.6818814873695374
IMG_1434.jpg,IMG,Bombax_SE,0,0.92098867893219
IMG_1454.jpg,IMG,Bombax_SE,0,0.829267144203186
IMG_1505.jpg,IMG,Bombax_SE,0,0.9176327586174012
IMG_1511.jpg,IMG,Bombax_SE,0,0.8251470923423767
IMG_1554.jpg,IMG,Bombax_SE,0,0.9712402820587158
IMG_1558.jpg,IMG,Bombax_SE,0,0.7430076003074646
IMG_1598.jpg,IMG,Bombax_SE,0,0.666586697101593
IMG_1601.jpg,IMG,Bombax_SE,0,0.9579883813858032
IMG_1642.jpg,IMG,Bombax_SE,0,0.9264019727706908
IMG_1663.jpg,IMG,Bombax_SE,0,0.5278847813606262
IMG_1677.jpg,IMG,Bombax_SE,0,0.6777807474136353
IMG_1680.jpg,IMG,Bombax_SE,0,0.6891423463821411
IMG_1717.jpg,IMG,Bombax_SE,1,0.508102536201477
IMG_1748.jpg,IMG,Bombax_SE,0,0.3613245189189911
IMG_1766.jpg,IMG,Bombax_SE,0,0.945793867111206
IMG_1794.jpg,IMG,Bombax_SE,0,0.8011279702186584
IMG_1834.jpg,IMG,Bombax_SE,0,0.856224000453949
IMG_1840.jpg,IMG,Bombax_SE,0,0.762208878993988
IMG_1879.jpg,IMG,Bombax_SE,0,0.8244608640670776
IMG_1885.jpg,IMG,Bombax_SE,0,0.9604310989379884
IMG_1902.jpg,IMG,Bombax_SE,3,0.320315271615982
IMG_1948.jpg,IMG,Bombax_SE,0,0.6174220442771912
IMG_1979.jpg,IMG,Bombax_SE,0,0.9724763035774232
IMG_1988.jpg,IMG,Bombax_SE,0,0.5990345478057861
IMG_2012.jpg,IMG,Bombax_SE,1,0.3491216897964477
IMG_2037.jpg,IMG,Bombax_SE,0,0.8586305975914001
IMG_2052.jpg,IMG,Bombax_SE,0,0.7895731329917908
IMG_2055.jpg,IMG,Bombax_SE,1,0.568849503993988
IMG_2074.jpg,IMG,Bombax_SE,3,0.7294979691505432
IMG_2088.jpg,IMG,Bombax_SE,0,0.7352128624916077
IMG_2119.jpg,IMG,Bombax_SE,0,0.8151872754096985
IMG_2135.jpg,IMG,Bombax_SE,0,0.4342623651027679
IMG_2146.jpg,IMG,Bombax_SE,3,0.8262218236923218
IMG_2170.jpg,IMG,Bombax_SE,0,0.6890320181846619
IMG_2184.jpg,IMG,Bombax_SE,3,0.3322298228740692
IMG_2200.jpg,IMG,Bombax_SE,1,0.3276701271533966
IMG_2207.jpg,IMG,Bombax_SE,0,0.4907149970531463
IMG_2212.jpg,IMG,Bombax_SE,3,0.4648486077785492
IMG_2255.jpg,IMG,Bombax_SE,0,0.4291445016860962
IMG_2263.jpg,IMG,Bombax_SE,3,0.9105727672576904
IMG_2287.jpg,IMG,Bombax_SE,1,0.4955946803092956
IMG_2299.jpg,IMG,Bombax_SE,1,0.5689030885696411
IMG_2339.jpg,IMG,Bombax_SE,2,0.3362496793270111
IMG_2342.jpg,IMG,Bombax_SE,1,0.3718743920326233
IMG_2369.jpg,IMG,Bombax_SE,1,0.4168758392333984
IMG_2377.jpg,IMG,Bombax_SE,2,0.4117110669612884
IMG_2424.jpg,IMG,Bombax_SE,1,0.7462065815925598
IMG_2437.jpg,IMG,Bombax_SE,1,0.6622262001037598
IMG_2442.jpg,IMG,Bombax_SE,1,0.6171605587005615
IMG_2489.jpg,IMG,Bombax_SE,1,0.5144875049591064
IMG_2493.jpg,IMG,Bombax_SE,1,0.5869097709655762
IMG_2507.jpg,IMG,Bombax_SE,3,0.5534507632255554
IMG_2515.jpg,IMG,Bombax_SE,1,0.7187137603759766
IMG_2575.jpg,IMG,Bombax_SE,1,0.4821768999099731
IMG_2588.jpg,IMG,Bombax_SE,1,0.677888810634613
IMG_2650.jpg,IMG,Bombax_SE,1,0.8027500510215759
IMG_2661.jpg,IMG,Bombax_SE,3,0.941354751586914
IMG_2662.jpg,IMG,Bombax_SE,1,0.6768885254859924
IMG_2671.jpg,IMG,Bombax_SE,3,0.8670186400413513
IMG_2712.jpg,IMG,Bombax_SE,0,0.7274100184440613
IMG_2746.jpg,IMG,Bombax_SE,1,0.4307690262794494
IMG_2797.jpg,IMG,Bombax_SE,3,0.6266320943832397
IMG_2800.jpg,IMG,Bombax_SE,3,0.776955783367157
IMG_2811.jpg,IMG,Bombax_SE,3,0.7591827511787415
IMG_2820.jpg,IMG,Bombax_SE,0,0.8610877394676208
IMG_2834.jpg,IMG,Bombax_SE,0,0.9096108078956604
IMG_2884.jpg,IMG,Bombax_SE,0,0.9552437663078308
IMG_2926.jpg,IMG,Bombax_SE,0,0.841782808303833
IMG_3012.jpg,IMG,Bombax_SE,0,0.9813940525054932
IMG_3053.jpg,IMG,Bombax_SE,0,0.9452704787254332
IMG_3097.jpg,IMG,Bombax_SE,0,0.8658297657966614
IMG_3143.jpg,IMG,Bombax_SE,0,0.868171215057373
IMG_3186.jpg,IMG,Bombax_SE,0,0.96723735332489
IMG_3228.jpg,IMG,Bombax_SE,0,0.9843018054962158
IMG_3278.jpg,IMG,Bombax_SE,0,0.900196373462677
IMG_3330.jpg,IMG,Bombax_SE,0,0.9425755143165588
IMG_3378.jpg,IMG,Bombax_SE,0,0.9210376143455504
IMG_3527.jpg,IMG,Bombax_SE,0,0.9642173647880554
IMG_3566.jpg,IMG,Bombax_SE,0,0.996069073677063
IMG_3612.jpg,IMG,Bombax_SE,0,0.9383705854415894
IMG_3652.jpg,IMG,Bombax_SE,0,0.93466979265213
IMG_3695.jpg,IMG,Bombax_SE,0,0.9620031714439392
IMG_3742.jpg,IMG,Bombax_SE,0,0.9724985361099244
IMG_3783.jpg,IMG,Bombax_SE,0,0.988184094429016
IMG_3825.jpg,IMG,Bombax_SE,0,0.973028838634491
IMG_3866.jpg,IMG,Bombax_SE,0,0.9763097763061525
IMG_3912.jpg,IMG,Bombax_SE,0,0.9490604996681212
IMG_3951.jpg,IMG,Bombax_SE,0,0.9737949967384338
IMG_3990.jpg,IMG,Bombax_SE,0,0.9246546030044556
IMG_4101.jpg,IMG,Bombax_SE,0,0.7350332736968994
IMG_4139.jpg,IMG,Bombax_SE,2,0.3574419021606445
IMG_4181.jpg,IMG,Bombax_SE,2,0.413795918226242
IMG_4227.jpg,IMG,Bombax_SE,0,0.4497556090354919
IMG_4275.jpg,IMG,Bombax_SE,1,0.3179259896278381
IMG_4318.jpg,IMG,Bombax_SE,2,0.5027437210083008
IMG_4359.jpg,IMG,Bombax_SE,0,0.5186272859573364
IMG_4407.jpg,IMG,Bombax_SE,0,0.6269742250442505
IMG_4433.jpg,IMG,Bombax_SE,0,0.6656814217567444
IMG_4454.jpg,IMG,Bombax_SE,0,0.4665097594261169
IMG_4495.jpg,IMG,Bombax_SE,0,0.7921043038368225
IMG_4541.jpg,IMG,Bombax_SE,0,0.8431136608123779
IMG_4544.jpg,IMG,Bombax_SE,0,0.6161080002784729
IMG_4589.jpg,IMG,Bombax_SE,0,0.90553480386734
IMG_4635.jpg,IMG,Bombax_SE,0,0.8088927865028381
IMG_4691.jpg,IMG,Bombax_SE,0,0.880818784236908
IMG_4741.jpg,IMG,Bombax_SE,0,0.9075003266334534
IMG_4791.jpg,IMG,Bombax_SE,0,0.958005666732788
IMG_4863.jpg,IMG,Bombax_SE,0,0.8791417479515076
IMG_4873.jpg,IMG,Bombax_SE,0,0.7098478674888611
IMG_4921.jpg,IMG,Bombax_SE,0,0.9470643997192384
IMG_4972.jpg,IMG,Bombax_SE,0,0.964024543762207
IMG_5013.jpg,IMG,Bombax_SE,0,0.6874380111694336
